SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,10301 40th Ave NE,Seattle,WA,98125,875000,3,2.25,Meadowbrook,2110,6510,1971,5,415,,Active,October-7-2018 01:00 PM,October-7-2018 04:00 PM,http://www.redfin.com/WA/Seattle/10301-40th-Ave-NE-98125/home/112731,NWMLS,1361477,N,Y,47.7030857,-122.2857289
MLS Listing,,Single Family Residential,10556 39th Ave NE,Seattle,WA,98125,699000,4,1.5,Meadowbrook,1360,6000,1955,5,514,,Active,October-6-2018 01:00 PM,October-6-2018 04:00 PM,http://www.redfin.com/WA/Seattle/10556-39th-Ave-NE-98125/home/113741,NWMLS,1361460,N,Y,47.7064441,-122.2865019
MLS Listing,,Townhouse,1112 13th Ave Unit E,Seattle,WA,98122,745000,2,1.75,Capitol Hill,1073,588,2018,5,694,,Active,October-6-2018 01:30 PM,October-6-2018 03:30 PM,http://www.redfin.com/WA/Seattle/1112-13th-Ave-98122/unit-E/home/147307391,NWMLS,1363103,N,Y,47.6119945,-122.3151696
MLS Listing,,Condo/Co-op,10110 Greenwood Ave N #203,Seattle,WA,98133,428000,2,1.75,Greenwood,978,11723,1979,5,438,411,Active,,,http://www.redfin.com/WA/Seattle/10110-Greenwood-Ave-N-98133/unit-203/home/147307329,NWMLS,1368060,N,Y,47.702684,-122.3550225
MLS Listing,,Single Family Residential,9041 13th Ave SW,Seattle,WA,98106,579950,4,2.0,Highland Park,1690,4440,1942,5,343,,Active,October-4-2018 11:00 AM,October-4-2018 01:00 PM,http://www.redfin.com/WA/Seattle/9041-13th-Ave-SW-98106/home/475125,NWMLS,1368120,N,Y,47.5217121,-122.3520324
MLS Listing,,Condo/Co-op,401 9th Ave N #416,Seattle,WA,98109,519000,1,1.0,South Lake Union,640,,2008,5,811,440,Active,October-6-2018 12:00 PM,October-6-2018 03:00 PM,http://www.redfin.com/WA/Seattle/401-9th-Ave-N-98109/unit-416/home/21616504,NWMLS,1368480,N,Y,47.6223847,-122.3401305
MLS Listing,,Single Family Residential,1715 168th AVE SE,Bellevue,WA,98008,970000,4,2.25,Phantom Lake,2900,8242,1976,5,334,,Active,,,http://www.redfin.com/WA/Bellevue/1715-168th-Ave-SE-98008/home/429343,NWMLS,1366802,N,Y,47.5951248,-122.1160762
MLS Listing,,Single Family Residential,12551 Dayton Ave N,Seattle,WA,98133,699950,4,1.75,Broadview,2340,6000,1955,5,299,,Active,,,http://www.redfin.com/WA/Seattle/12551-Dayton-Ave-N-98133/home/97872,NWMLS,1367845,N,Y,47.7210692,-122.3532489
MLS Listing,,Condo/Co-op,1639 Harbor Ave SW #103,Seattle,WA,98126,699990,2,1.75,Alki,1128,17296,1985,5,621,533,Active,,,http://www.redfin.com/WA/Seattle/1639-Harbor-Ave-SW-98126/unit-103/home/64047,NWMLS,1360535,N,Y,47.588691,-122.3808502
MLS Listing,,Townhouse,1533 NW 65th St,Seattle,WA,98117,929500,4,2.5,Ballard,1857,4700,2018,5,501,,Active,October-6-2018 10:00 AM,October-6-2018 12:00 PM,http://www.redfin.com/WA/Seattle/1533-NW-65th-St-98117/home/147306393,NWMLS,1368088,N,Y,47.6759959,-122.3778593
MLS Listing,,Single Family Residential,18608 Angeline Ave NE,Suquamish,WA,98392,899900,3,1.75,Suquamish,3196,13068,1981,5,282,,Active,,,http://www.redfin.com/WA/Suquamish/18608-Angeline-Ave-NE-98392/home/2383103,NWMLS,1367675,N,Y,47.7317444,-122.5504556
MLS Listing,,Condo/Co-op,17211 NE 45th St #78,Redmond,WA,98052,395000,2,1.75,Lake Sammamish,974,381078,1968,5,406,460,Active,,,http://www.redfin.com/WA/Redmond/17211-NE-45th-St-98052/unit-78/home/7517,NWMLS,1367878,N,Y,47.6498708,-122.1107143
MLS Listing,,Single Family Residential,3727 SW Ida St,Seattle,WA,98126,500000,1,1.0,Fauntleroy,1200,6120,1924,5,417,,Active,,,http://www.redfin.com/WA/Seattle/3727-SW-Ida-St-98126/home/469157,NWMLS,1368432,N,Y,47.533995,-122.380516
MLS Listing,,Condo/Co-op,11104 NE 68th St Unit B201,Kirkland,WA,98033,439000,2,0.75,Houghton,940,101059,1979,5,467,309,Active,,,http://www.redfin.com/WA/Kirkland/11104-NE-68th-St-98033/unit-B201/home/147305911,NWMLS,1368278,N,Y,47.6668189,-122.191947
MLS Listing,,Single Family Residential,266 Elma Ct NE,Renton,WA,98059,740000,4,2.5,Renton,2420,5010,2010,5,306,9,Active,,,http://www.redfin.com/WA/Renton/266-Elma-Ct-NE-98059/home/22440690,NWMLS,1363944,N,Y,47.4861777,-122.1538704
MLS Listing,,Townhouse,12333 NE 28th Ave Unit B,Seattle,WA,98125,549000,3,1.5,Victory Heights,1268,1191,2008,5,433,,Active,,,http://www.redfin.com/WA/Seattle/12333-28th-Ave-NE-98125/unit-B/home/22440984,NWMLS,1368410,N,Y,47.7184868,-122.2981349
MLS Listing,,Single Family Residential,6027 29th Ave SW,Seattle,WA,98126,615000,3,2.0,High Point,1600,2310,2006,5,384,88,Active,October-6-2018 11:00 AM,October-6-2018 01:00 PM,http://www.redfin.com/WA/Seattle/6027-29th-Ave-SW-98126/home/2115498,NWMLS,1368161,N,Y,47.5474773,-122.3703742
MLS Listing,,Single Family Residential,14436 160th (Lot 24) Ct SE,Renton,WA,98059,899995,4,2.5,Highlands,2989,8067,2019,5,301,157,Active,,,http://www.redfin.com/WA/Renton/14436-160th-Ave-SE-98059/home/147305007,NWMLS,1368385,N,Y,47.4735616,-122.1265232
MLS Listing,,Single Family Residential,4644 SE Greenshore Dr,Port Orchard,WA,98367,299950,3,2.5,Long Lake,1768,10019,2006,5,170,,Active,,,http://www.redfin.com/WA/Port-Orchard/4644-SE-Green-Shores-Dr-98367/home/2174499,NWMLS,1366128,N,Y,47.4943714,-122.5915641
MLS Listing,,Single Family Residential,4836 S Gazelle St,Seattle,WA,98118,599000,5,2.75,Rainier Beach,3300,7208,1905,5,182,,Active,October-6-2018 11:00 AM,October-6-2018 01:00 PM,http://www.redfin.com/WA/Seattle/4836-S-Gazelle-St-98118/home/175357,NWMLS,1368372,N,Y,47.5127047,-122.2713059
MLS Listing,,Single Family Residential,1316 S Edmunds St,Seattle,WA,98108,599950,5,1.75,Beacon Hill,2520,8137,1954,5,238,,Active,,,http://www.redfin.com/WA/Seattle/1316-S-Edmunds-St-98108/home/169785,NWMLS,1368323,N,Y,47.559626,-122.3151696
MLS Listing,,Single Family Residential,2805 NE 117th St,Seattle,WA,98125,949950,5,2.0,Meadowbrook,3400,12930,1947,5,279,,Active,,,http://www.redfin.com/WA/Seattle/2805-NE-117th-St-98125/home/110677,NWMLS,1364025,N,Y,47.7136317,-122.2971872
MLS Listing,,Single Family Residential,4428 3rd Ave NW,Seattle,WA,98107,775000,3,2.5,Fremont,1790,4400,1987,5,433,,Active,,,http://www.redfin.com/WA/Seattle/4428-3rd-Ave-NW-98107/home/303424,NWMLS,1366357,N,Y,47.6611378,-122.3605185
MLS Listing,,Townhouse,8526 Nesbit Ave N Unit B,Seattle,WA,98103,499990,3,1.75,Green Lake,1074,633,1999,5,466,,Active,,,http://www.redfin.com/WA/Seattle/8526-Nesbit-Ave-N-98103/unit-B/home/105675,NWMLS,1368045,N,Y,47.6913875,-122.3430548
MLS Listing,,Condo/Co-op,1400 Hubbell Place #1113,Seattle,WA,98101,359950,1,1.0,Seattle,602,25765,1957,5,598,419,Active,October-4-2018 10:30 AM,October-4-2018 12:00 PM,http://www.redfin.com/WA/Seattle/1400-Hubbell-Pl-98101/unit-1113/home/6701,NWMLS,1367078,N,Y,47.6121493,-122.3297118
MLS Listing,,Single Family Residential,7025 14th Ave SW,Seattle,WA,98106,725000,4,2.5,Highland Park,2640,7201,1991,5,275,,Active,,,http://www.redfin.com/WA/Seattle/7025-14th-Ave-SW-98106/home/161528,NWMLS,1368260,N,Y,47.5402833,-122.3529251
MLS Listing,,Single Family Residential,227 27th Ave E Unit B,Seattle,WA,98112,950000,3,2.25,Madison Valley,1740,1517,2014,5,546,,Active,,,http://www.redfin.com/WA/Seattle/227-27th-Ave-E-98112/unit-B/home/144424592,NWMLS,1367200,N,Y,47.6209863,-122.2977578
MLS Listing,,Single Family Residential,3031 S Holden St Unit D,Seattle,WA,98108,474900,3,2.5,Beacon Hill,1530,2500,1997,5,310,,Active,,,http://www.redfin.com/WA/Seattle/3031-S-Holden-St-98108/unit-D/home/147303136,NWMLS,1359320,N,Y,47.5336286,-122.2923671
MLS Listing,,Townhouse,5938 123rd Ave SE,Bellevue,WA,98006,439000,3,1.5,Newport Hills,1105,346737,1967,5,397,,Active,,,http://www.redfin.com/WA/Bellevue/5938-123rd-Ave-SE-98006/unit-5938/home/14188,NWMLS,1367685,N,Y,47.5499591,-122.1754126
MLS Listing,,Single Family Residential,10449 1st Ave S,Seattle,WA,98168,499900,4,2.5,Seattle,1780,8700,1941,5,281,,Active,,,http://www.redfin.com/WA/Seattle/10449-1st-Ave-S-98168/home/182157,NWMLS,1368276,N,Y,47.508906,-122.334049
MLS Listing,,Single Family Residential,13322 124th Ave NE,Kirkland,WA,98034,675000,3,2.5,Totem Lake,1980,9000,1990,5,341,,Active,,,http://www.redfin.com/WA/Kirkland/13322-124th-Ave-NE-98034/home/454576,NWMLS,1363151,N,Y,47.7201963,-122.1743854
MLS Listing,,Single Family Residential,8306 Stone Ave N,Seattle,WA,98103,775000,3,1.75,Green Lake,1420,5000,1956,5,546,,Active,,,http://www.redfin.com/WA/Seattle/8306-Stone-Ave-N-98103/home/307205,NWMLS,1341896,N,Y,47.6893107,-122.3414632
MLS Listing,,Townhouse,6356 138th Ave NE #215,Redmond,WA,98052,459000,2,1.5,Bridle Trails,1114,,1969,5,412,509,Active,,,http://www.redfin.com/WA/Redmond/6356-138th-Ave-NE-98052/unit-215/home/28447158,NWMLS,1367974,N,Y,47.6632609,-122.1571095
MLS Listing,,Single Family Residential,12065 104th Ave NE,Kirkland,WA,98034,699980,3,2.75,Kirkland,1760,8550,1975,5,398,,Active,October-6-2018 12:00 PM,October-6-2018 03:00 PM,http://www.redfin.com/WA/Kirkland/12065-104th-Ave-NE-98034/home/457741,NWMLS,1368184,N,Y,47.707926,-122.2026062
MLS Listing,,Single Family Residential,1301 176th Ave NE,Bellevue,WA,98008,925000,3,1.75,Tam O'shanter,1490,10844,1975,5,621,307,Active,October-4-2018 10:30 AM,October-4-2018 12:30 PM,http://www.redfin.com/WA/Bellevue/1301-176th-Ave-NE-98008/home/502587,NWMLS,1366359,N,Y,47.6208256,-122.1055005
MLS Listing,,Mobile/Manufactured Home,12423 NE Douglas Dr,Kingston,WA,98346,259000,3,3.0,Jefferson Beach,1948,16553,2000,5,133,12,Active,,,http://www.redfin.com/WA/Kingston/12423-NE-Douglas-Dr-98346/home/2374431,NWMLS,1368234,N,Y,47.7496104,-122.4818185
MLS Listing,,Single Family Residential,800 Hillandale Dr E,Port Orchard,WA,98366,260000,4,2.5,Port Orchard,1634,15682,1980,5,159,,Active,,,http://www.redfin.com/WA/Port-Orchard/800-Hillandale-Dr-E-98366/home/2498656,NWMLS,1362636,N,Y,47.5415128,-122.5830744
MLS Listing,,Townhouse,6240 C Corson Ave S,Seattle,WA,98108,674950,2,2.0,Georgetown,1490,862,2017,5,453,,Active,October-6-2018 01:00 PM,October-6-2018 04:00 PM,http://www.redfin.com/WA/Seattle/6240-Corson-Ave-S-98108/home/113362133,NWMLS,1367879,N,Y,47.5463212,-122.3216043
MLS Listing,,Single Family Residential,2022 12th Ave W,Seattle,WA,98119,998000,3,2.5,Queen Anne,1710,2809,1988,5,584,,Active,,,http://www.redfin.com/WA/Seattle/2022-12th-Ave-W-98119/home/130570,NWMLS,1367461,N,Y,47.6385231,-122.3722607
MLS Listing,,Condo/Co-op,2911 2nd Ave #1118,Seattle,WA,98121,599900,1,1.0,Belltown,771,25440,2009,5,778,552,Active,,,http://www.redfin.com/WA/Seattle/2911-2nd-Ave-98121/unit-1118/home/21616983,NWMLS,1368191,N,Y,47.6176091,-122.3523038
MLS Listing,,Single Family Residential,7717 13th Ave SW,Seattle,WA,98106,449900,3,1.5,Highland Park,1330,5600,1977,5,338,,Active,,,http://www.redfin.com/WA/Seattle/7717-13th-Ave-SW-98106/home/475620,NWMLS,1368100,N,Y,47.5337344,-122.3519999
MLS Listing,,Single Family Residential,12833 7th Ave S,Burien,WA,98168,424950,3,1.0,Cedarhurst,1310,7152,1944,5,324,,Active,October-6-2018 11:00 AM,October-6-2018 02:00 PM,http://www.redfin.com/WA/Burien/12833-7th-Ave-S-98168/home/190228,NWMLS,1368021,N,Y,47.4874867,-122.3249487
MLS Listing,,Single Family Residential,12803 195th Place SE,Issaquah,WA,98027,850000,4,2.5,Issaquah,2820,290545,1986,5,301,,Active,,,http://www.redfin.com/WA/Issaquah/12803-195th-Pl-SE-98027/home/409671,NWMLS,1367752,N,Y,47.487236,-122.0835481
MLS Listing,,Single Family Residential,3726 S Holly Park Dr,Seattle,WA,98118,499950,3,2.5,Seattle,1550,2543,2005,5,323,78,Active,,,http://www.redfin.com/WA/Seattle/3726-S-Holly-Park-Dr-98118/home/2062623,NWMLS,1367553,N,Y,47.5364666,-122.2854017
MLS Listing,,Single Family Residential,5019 36th Ave NE,Seattle,WA,98105,975000,5,1.75,Bryant,2540,4000,1939,5,384,,Active,,,http://www.redfin.com/WA/Seattle/5019-36th-Ave-NE-98105/home/314080,NWMLS,1365828,N,Y,47.6654438,-122.2893089
MLS Listing,,Single Family Residential,588 Lingering Pine Dr NW,Issaquah,WA,98027,815000,4,3.25,Talus,2452,2741,2006,5,332,20,Active,,,http://www.redfin.com/WA/Issaquah/588-Lingering-Pine-Dr-NW-98027/home/2084082,NWMLS,1368181,N,Y,47.5375325,-122.0721532
MLS Listing,,Townhouse,2207 3rd Ave N,Seattle,WA,98109,850000,3,2.0,Queen Anne,1490,1312,2001,5,570,,Active,,,http://www.redfin.com/WA/Seattle/2207-3rd-Ave-N-98109/home/132626,NWMLS,1366491,N,Y,47.638544,-122.352209
MLS Listing,,Condo/Co-op,12434 Ambaum Blvd SW #211,Burien,WA,98146,136500,1,1.0,North Burien,582,37800,1983,5,235,280,Active,,,http://www.redfin.com/WA/Seattle/12434-Ambaum-Blvd-SW-98146/unit-211/home/18213,NWMLS,1367190,N,Y,47.4910852,-122.3492255
MLS Listing,,Single Family Residential,3205 36th Ave S,Seattle,WA,98144,765000,3,2.5,Mt Baker,1790,3876,1904,5,427,,Active,,,http://www.redfin.com/WA/Seattle/3205-36th-Ave-S-98144/home/171744,NWMLS,1368003,N,Y,47.5749904,-122.2879657
MLS Listing,,Condo/Co-op,12700 NE 8th St Unit E-205,Bellevue,WA,98005,385000,2,1.0,Bellevue,926,301850,1979,5,416,422,Active,October-7-2018 01:00 PM,October-7-2018 04:00 PM,http://www.redfin.com/WA/Bellevue/12700-NE-8th-St-98005/unit-E205/home/58110,NWMLS,1367621,N,Y,47.6180426,-122.1703931
MLS Listing,,Townhouse,11021 2ND Ave SW #13,Seattle,WA,98146,394995,3,2.5,Seattle,1932,,2005,5,204,210,Active,,,http://www.redfin.com/WA/Seattle/11021-2nd-Ave-SW-98146/unit-13/home/2070195,NWMLS,1368144,N,Y,47.5045028,-122.3369663
MLS Listing,,Condo/Co-op,1150 Sunset Blvd NE #121,Renton,WA,98056,188500,2,1.0,Highlands,891,,1979,5,212,424,Active,,,http://www.redfin.com/WA/Renton/1150-Sunset-Blvd-NE-98056/unit-121/home/39000,NWMLS,1368156,N,Y,47.5007784,-122.1872017
MLS Listing,,Single Family Residential,6824 S 124th St,Seattle,WA,98178,439950,4,1.75,Skyway,1580,6240,1944,5,278,,Active,October-6-2018 01:00 PM,October-6-2018 03:00 PM,http://www.redfin.com/WA/Seattle/6824-S-124th-St-98178/home/196270,NWMLS,1368150,N,Y,47.4926714,-122.2480057
MLS Listing,,Single Family Residential,9765 NE 134th St,Kirkland,WA,98034,860000,5,2.5,North Juanita,2060,7140,1976,5,417,,Active,,,http://www.redfin.com/WA/Kirkland/9765-NE-134th-St-98034/home/279805,NWMLS,1368153,N,Y,47.7200435,-122.211118
MLS Listing,,Single Family Residential,11816 NE 142nd St,Kirkland,WA,98034,695000,4,2.25,Kingsgate,1906,7608,1968,5,365,52,Active,,,http://www.redfin.com/WA/Kirkland/11816-NE-142nd-St-98034/home/455626,NWMLS,1367622,N,Y,47.7283659,-122.1827854
MLS Listing,,Single Family Residential,14223 2nd Ave SW,Burien,WA,98166,459950,4,1.0,Downtown Burien,1580,9800,1954,6,291,,Active,October-6-2018 12:00 AM,October-6-2018 03:00 PM,http://www.redfin.com/WA/Burien/14223-2nd-Ave-SW-98166/home/183527,NWMLS,1368139,N,Y,47.4755908,-122.3368107
MLS Listing,,Condo/Co-op,3028 Western Ave #315,Seattle,WA,98121,299950,0,1.0,Belltown,450,14417,1991,6,667,344,Active,,,http://www.redfin.com/WA/Seattle/3028-Western-Ave-98121/unit-315/home/38843,NWMLS,1365970,N,Y,47.6179385,-122.3554681
MLS Listing,,Single Family Residential,10208 NE 140th Place,Kirkland,WA,98034,620000,4,1.5,Juanita,1500,9128,1968,6,413,,Active,,,http://www.redfin.com/WA/Kirkland/10208-NE-140th-Pl-98034/home/457877,NWMLS,1367279,N,Y,47.7266958,-122.2042568
MLS Listing,,Single Family Residential,2725 124th Ave SE,Bellevue,WA,98005,899950,4,3.25,Woodridge,2020,3064,1996,6,446,133,Active,,,http://www.redfin.com/WA/Bellevue/2725-124th-Ave-SE-98005/home/507654,NWMLS,1366362,N,Y,47.585532,-122.17692
MLS Listing,,Single Family Residential,2665 Maryland Way E,Port Orchard,WA,98366,279900,3,2.0,Port Orchard,1344,5227,2014,6,208,,Active,October-6-2018 11:00 AM,October-6-2018 01:00 PM,http://www.redfin.com/WA/Port-Orchard/2665-Maryland-Way-E-98366/home/49700150,NWMLS,1367864,N,Y,47.567838,-122.5566714
MLS Listing,,Townhouse,11310 SE 65th St,Bellevue,WA,98006,558000,2,2.25,Bellevue,1700,2823,1986,6,328,535,Active,,,http://www.redfin.com/WA/Bellevue/11310-SE-65th-St-98006/home/415232,NWMLS,1364209,N,Y,47.545537,-122.188362
MLS Listing,,Single Family Residential,3310 SW Admiral Wy,Seattle,WA,98126,728500,4,2.5,Admiral,2260,4750,1984,6,322,,Active,October-6-2018 01:00 PM,October-6-2018 04:00 PM,http://www.redfin.com/WA/Seattle/3310-SW-Admiral-Way-98126/home/150851,NWMLS,1367595,N,Y,47.5758502,-122.3745485
MLS Listing,,Single Family Residential,5922 17th Ave SW,Seattle,WA,98106,574888,3,2.0,Puget Ridge,1840,6372,1952,6,312,,Active,,,http://www.redfin.com/WA/Seattle/5922-17th-Ave-SW-98106/home/161536,NWMLS,1367666,N,Y,47.5493166,-122.3556027
MLS Listing,,Townhouse,8503 10th Ave NW,Seattle,WA,98117,663000,2,2.25,Crown Hill,1230,751,2012,6,539,,Active,,,http://www.redfin.com/WA/Seattle/8503-10th-Ave-NW-98117/home/44536062,NWMLS,1367647,N,Y,47.6908237,-122.3695751
MLS Listing,,Single Family Residential,9315 NE 175th St,Bothell,WA,98011,695000,5,2.75,West Hill,2220,11865,1962,6,313,,Active,,,http://www.redfin.com/WA/Bothell/9315-NE-175th-St-98011/home/286125,NWMLS,1312710,N,Y,47.754962,-122.216251
MLS Listing,,Single Family Residential,3557 S Hudson St,Seattle,WA,98118,650000,3,1.75,Columbia City,1740,3300,1910,6,374,,Active,October-4-2018 11:00 AM,October-4-2018 01:00 PM,http://www.redfin.com/WA/Seattle/3557-S-Hudson-St-98118/home/172500,NWMLS,1363687,N,Y,47.5568748,-122.2864593
MLS Listing,,Single Family Residential,10723 Interlake Ave N,Seattle,WA,98133,595000,3,1.75,Northgate,1580,5060,1930,6,377,,Active,October-7-2018 01:00 PM,October-7-2018 03:00 PM,http://www.redfin.com/WA/Seattle/10723-Interlake-Ave-N-98133/home/105277,NWMLS,1364923,N,Y,47.7075943,-122.3410117
MLS Listing,,Single Family Residential,10504 160th Ct NE,Redmond,WA,98052,735000,4,1.75,Education Hill,1661,7725,1980,6,443,,Active,,,http://www.redfin.com/WA/Redmond/10504-160th-Ct-NE-98052/home/323607,NWMLS,1365300,N,Y,47.6945076,-122.1251554
MLS Listing,,Condo/Co-op,14150 SE 17th Place Unit B-1,Bellevue,WA,98007,259950,1,1.0,College Hill,642,,1979,6,405,347,Active,,,http://www.redfin.com/WA/Bellevue/14150-SE-17th-Pl-98007/unit-B-1/home/147297415,NWMLS,1368033,N,Y,47.5957896,-122.1522092
MLS Listing,,Single Family Residential,17706 NE 134th Place,Redmond,WA,98052,929000,3,2.5,English Hill,2500,35002,1980,6,372,,Active,,,http://www.redfin.com/WA/Redmond/17706-NE-134th-Pl-98052/home/451090,NWMLS,1368013,N,Y,47.720528,-122.1031761
MLS Listing,,Condo/Co-op,14600 NE 32nd St Unit I-9,Bellevue,WA,98007,375000,3,1.75,Microsoft,1062,397598,1976,6,353,393,Active,,,http://www.redfin.com/WA/Bellevue/14600-NE-32nd-St-98007/unit-I9/home/5574,NWMLS,1367549,N,Y,47.6396239,-122.1444238
MLS Listing,,Single Family Residential,8436 SW Tillicum Rd,Seattle,WA,98136,950000,3,1.75,Fauntleroy,3110,11000,1961,6,305,,Active,,,http://www.redfin.com/WA/Seattle/8436-Tillicum-Rd-SW-98136/home/158270,NWMLS,1366828,N,Y,47.5283878,-122.3899253
MLS Listing,,Single Family Residential,11136 NE 160th Place,Bothell,WA,98011,984950,4,2.25,Bothell,3210,15876,1993,6,307,,Active,,,http://www.redfin.com/WA/Bothell/11136-NE-160th-Pl-98011/home/284062,NWMLS,1367997,N,Y,47.7446059,-122.1929391
MLS Listing,,Single Family Residential,1427 S 129th St,Burien,WA,98168,149000,1,1.0,Burien,680,6714,1946,6,219,,Active,,,http://www.redfin.com/WA/Burien/1427-S-129th-St-98168/home/189321,NWMLS,1367890,N,Y,47.4874857,-122.3142128
MLS Listing,,Single Family Residential,9702 9th Ave NW,Seattle,WA,98117,988000,5,2.0,Crown Hill,2740,6075,1951,6,361,,Active,October-6-2018 01:00 PM,October-6-2018 04:00 PM,http://www.redfin.com/WA/Seattle/9702-9th-Ave-NW-98117/home/96171,NWMLS,1360759,N,Y,47.7003421,-122.3683622
MLS Listing,,Condo/Co-op,120 W Highland Dr #123,Seattle,WA,98119,435000,1,1.0,Queen Anne,501,,1921,6,868,235,Active,,,http://www.redfin.com/WA/Seattle/120-W-Highland-Dr-98119/unit-123/home/147297286,NWMLS,1365721,N,Y,47.6300183,-122.3583665
MLS Listing,,Townhouse,3941 2nd Ave NE,Seattle,WA,98105,899950,2,2.0,Wallingford,1184,1,2018,6,760,,Active,,,http://www.redfin.com/WA/Seattle/3941-2nd-Ave-NE-98105/home/147297256,NWMLS,1367908,N,Y,47.6553978,-122.3271197
MLS Listing,,Condo/Co-op,4309 34th Ave W #201,Seattle,WA,98199,549950,2,2.0,Magnolia,1219,11642,1996,6,451,403,Active,,,http://www.redfin.com/WA/Seattle/4309-34th-Ave-W-98199/unit-201/home/72215,NWMLS,1367769,N,Y,47.6597756,-122.4013435
MLS Listing,,Townhouse,9055 Fremont Ave N,Seattle,WA,98103,729000,3,2.25,Greenwood,1559,1271,2018,6,468,,Active,October-6-2018 11:00 AM,October-6-2018 01:00 PM,http://www.redfin.com/WA/Seattle/9055-Fremont-Ave-N-98103/home/147297240,NWMLS,1367391,N,Y,47.6958078,-122.3502436
MLS Listing,,Single Family Residential,9023 3rd Ave SW,Seattle,WA,98106,599950,4,2.5,Highland Park,2650,9490,1966,6,226,,Active,October-6-2018 11:00 AM,October-6-2018 02:00 PM,http://www.redfin.com/WA/Seattle/9023-3rd-Ave-SW-98106/home/474493,NWMLS,1367133,N,Y,47.5220542,-122.3392946
MLS Listing,,Single Family Residential,3521 SW Webster,Seattle,WA,98126,500000,3,1.0,Gatewood,1250,4423,1942,6,400,,Active,,,http://www.redfin.com/WA/Seattle/3521-SW-Webster-St-98126/home/469996,NWMLS,1367850,N,Y,47.535403,-122.3775985
MLS Listing,,Single Family Residential,4335 NE 2nd Ct,Renton,WA,98059,549950,4,2.25,Highlands,2190,3800,2006,6,251,,Active,,,http://www.redfin.com/WA/Renton/4335-NE-2nd-Ct-98059/home/2117548,NWMLS,1367923,N,Y,47.4863488876732,-122.160493
MLS Listing,,Vacant Land,14 S 138th St,Burien,WA,98168,199000,0,,Burien,,9800,,6,,,Active,,,http://www.redfin.com/WA/Burien/14-S-138th-St-98168/home/147297207,NWMLS,1365889,N,Y,47.4794835,-122.3337692
